session_id,state,timestamp
s1007,/signup,2026-04-04T09:12:14Z
s1007,/onboarding,2026-04-04T09:12:22Z
s1007,/dashboard,2026-04-04T09:12:31Z
s1007,/reports,2026-04-04T09:12:39Z
s1007,/dashboard,2026-04-04T09:12:46Z

s1008,/home,2026-04-04T09:14:00Z
s1008,/category,2026-04-04T09:14:05Z
s1008,/product,2026-04-04T09:14:10Z
s1008,/cart,2026-04-04T09:14:16Z
s1008,/checkout,2026-04-04T09:14:22Z
s1008,/confirmation,2026-04-04T09:14:29Z

s1009,/home,2026-04-04T09:16:00Z
s1009,/search,2026-04-04T09:16:04Z
s1009,/product,2026-04-04T09:16:09Z
s1009,/search,2026-04-04T09:16:16Z
s1009,/product,2026-04-04T09:16:23Z
s1009,/cart,2026-04-04T09:16:29Z

s1010,/home,2026-04-04T09:18:00Z
s1010,/login,2026-04-04T09:18:05Z
s1010,/dashboard,2026-04-04T09:18:12Z
s1010,/reports,2026-04-04T09:18:20Z
s1010,/settings,2026-04-04T09:18:28Z
s1010,/dashboard,2026-04-04T09:18:36Z

s1011,/home,2026-04-04T09:20:00Z
s1011,/category,2026-04-04T09:20:06Z
s1011,/product,2026-04-04T09:20:12Z
s1011,/reviews,2026-04-04T09:20:18Z
s1011,/product,2026-04-04T09:20:24Z
s1011,/cart,2026-04-04T09:20:31Z
s1011,/checkout,2026-04-04T09:20:37Z
s1011,/confirmation,2026-04-04T09:20:44Z

s1012,/landing,2026-04-04T09:22:00Z
s1012,/pricing,2026-04-04T09:22:08Z
s1012,/contact-sales,2026-04-04T09:22:17Z

s1013,/home,2026-04-04T09:24:00Z
s1013,/search,2026-04-04T09:24:05Z
s1013,/product,2026-04-04T09:24:10Z
s1013,/cart,2026-04-04T09:24:16Z
s1013,/checkout,2026-04-04T09:24:22Z
s1013,/confirmation,2026-04-04T09:24:29Z
s1013,/order-history,2026-04-04T09:24:37Z
s1013,/product,2026-04-04T09:24:45Z

s1014,/home,2026-04-04T09:26:00Z
s1014,/search,2026-04-04T09:26:04Z
s1014,/category,2026-04-04T09:26:10Z
s1014,/product,2026-04-04T09:26:16Z
s1014,/home,2026-04-04T09:26:24Z

s1015,/home,2026-04-04T09:28:00Z
s1015,/login,2026-04-04T09:28:05Z
s1015,/dashboard,2026-04-04T09:28:11Z
s1015,/reports,2026-04-04T09:28:18Z
s1015,/export,2026-04-04T09:28:26Z

s1016,/landing,2026-04-04T09:30:00Z
s1016,/signup,2026-04-04T09:30:06Z
s1016,/onboarding,2026-04-04T09:30:14Z
s1016,/dashboard,2026-04-04T09:30:22Z
s1016,/reports,2026-04-04T09:30:30Z
s1016,/settings,2026-04-04T09:30:39Z

s1017,/home,2026-04-04T09:32:00Z
s1017,/product,2026-04-04T09:32:06Z
s1017,/cart,2026-04-04T09:32:12Z
s1017,/checkout,2026-04-04T09:32:19Z

s1018,/home,2026-04-04T09:34:00Z
s1018,/category,2026-04-04T09:34:06Z
s1018,/product,2026-04-04T09:34:12Z
s1018,/reviews,2026-04-04T09:34:19Z
s1018,/product,2026-04-04T09:34:25Z
s1018,/cart,2026-04-04T09:34:32Z
s1018,/checkout,2026-04-04T09:34:39Z
s1018,/confirmation,2026-04-04T09:34:47Z

s1019,/landing,2026-04-04T09:36:00Z
s1019,/pricing,2026-04-04T09:36:08Z
s1019,/signup,2026-04-04T09:36:16Z
s1019,/onboarding,2026-04-04T09:36:24Z
s1019,/dashboard,2026-04-04T09:36:33Z

s1020,/home,2026-04-04T09:38:00Z
s1020,/search,2026-04-04T09:38:04Z
s1020,/product,2026-04-04T09:38:09Z
s1020,/cart,2026-04-04T09:38:15Z
s1020,/checkout,2026-04-04T09:38:21Z
s1020,/confirmation,2026-04-04T09:38:28Z
